creative_id,campaign_id,advertiser_name,app_name,vertical,format,creative_status,fatigue_day,total_days_active,total_spend_usd,total_impressions,total_clicks,total_conversions,total_revenue_usd,overall_ctr,overall_cvr,overall_ipm,overall_roas,first_7d_ctr,last_7d_ctr,ctr_decay_pct,first_7d_cvr,last_7d_cvr,cvr_decay_pct,peak_rolling_ctr_5,width,height,language,creative_launch_date,theme,hook_type,cta_text,headline,subhead,dominant_color,emotional_tone,duration_sec,text_density,copy_length_chars,readability_score,brand_visibility_score,clutter_score,novelty_score,motion_score,faces_count,product_count,has_price,has_discount_badge,has_gameplay,has_ugc_style,asset_file,peak_day_impressions,first_7d_impressions,first_7d_clicks,first_7d_conversions,last_7d_impressions,last_7d_clicks,last_7d_conversions,perf_score
500201,20033,NomadLayer,NomadLayer Getaway,travel,native,stable,,43,26089.68,4687516,24308,1436,203095.94,0.005185688966181662,0.05907520157972684,0.30634562100694696,7.7845316615612,0.009412330657264418,0.0021407101604227308,-0.7725632217594762,0.05983167559296098,0.057649667405764965,-0.036469113819248,0.009664993580016342,320,320,fr,2026-02-02,family,trending,Book now,Book your next trip,Special fares today,orange,calm,0,0.424,57,0.589,0.905,0.334,0.782,0.363,1,0,1,0,0,1,assets/creative_500201.png,140307,694302,6535,391,842711,1804,104,0.5567901234567901
500202,20033,NomadLayer,NomadLayer Getaway,travel,native,stable,,42,25491.25,4496899,22571,1202,170932.21,0.005019236589480884,0.053254175712197066,0.2672953072773038,6.705524836953856,0.010071071166778214,0.0018083461735343522,-0.8204415256740907,0.051871216290588884,0.05689900426742532,0.09692828386113317,0.01027522606573848,320,320,fr,2026-02-03,wanderlust,discover,Shop now,Escape this weekend,Flexible booking options,blue,premium,0,0.692,55,0.723,0.757,0.203,0.472,0.344,1,1,0,1,0,0,assets/creative_500202.png,139197,721671,7268,377,777506,1406,80,0.4799382716049383
500203,20033,NomadLayer,NomadLayer Getaway,travel,native,stable,,43,29268.510000000002,5290616,26188,1516,210047.61,0.004949896193562338,0.057889109515808765,0.2865450828410151,7.176573388942586,0.010098645874476416,0.001837056212084181,-0.818088857167751,0.06228874939642685,0.05496564647095565,-0.11756702448566547,0.010381176567758988,320,320,en,2026-02-02,destination,book now,Learn more,Escape this weekend,Flexible booking options,blue,urgent,0,0.392,53,0.935,0.429,0.206,0.566,0.452,0,0,1,0,0,1,assets/creative_500203.png,160334,820308,8284,516,871503,1601,88,0.5015432098765432
500204,20034,PlateSprint,PlateSprint Delivery,food_delivery,native,top_performer,,43,12087.539999999999,2262653,18668,1902,35321.79,0.008250491789947464,0.10188557960145704,0.8406061380158601,2.922165304106543,0.012403563579843437,0.004661204193220357,-0.6242044342163808,0.10020746887966805,0.10394060536836093,0.03725407427639671,0.012695234860038016,320,320,en,2026-01-20,urgency,save smarter,Order now,"Your cravings, delivered",Free delivery over $15,orange,excited,0,0.629,41,0.849,0.433,0.223,0.871,0.551,3,3,1,0,0,0,assets/creative_500204.png,68153,388598,4820,483,375654,1751,182,0.7975308641975308
500205,20034,PlateSprint,PlateSprint Delivery,food_delivery,interstitial,stable,,56,13811.34,2053803,12419,1131,21034.25,0.006046831171246707,0.0910701344713745,0.5506857278911366,1.5229695308348068,0.012865970703212187,0.0017951596039116797,-0.8604722764164626,0.09888475836431226,0.06423982869379015,-0.3503566196003929,0.013343306052193759,360,640,en,2026-01-07,ugc,limited offer,Shop now,2-for-1 tonight,Late-night deals available,red,playful,8,0.585,68,0.82,0.693,0.252,0.685,0.35,0,1,0,1,0,0,assets/creative_500205.png,65917,313618,4035,399,260144,467,30,0.5351851851851852
500206,20034,PlateSprint,PlateSprint Delivery,food_delivery,banner,stable,,58,17959.97,3693744,17330,1697,30344.5,0.00469171658891358,0.09792267743796884,0.4594254501665519,1.6895629558401266,0.008685276939570424,0.0018151440770611167,-0.7910090732062605,0.1042535446205171,0.07244318181818182,-0.305125,0.00892664719753877,320,480,en,2026-01-05,combo,free delivery,Get offer,Hungry? We got you,Late-night deals available,orange,playful,0,0.534,55,0.99,0.484,0.338,0.216,0.457,0,2,1,1,0,0,assets/creative_500206.png,347992,966348,8393,875,387848,704,51,0.4160493827160494
500207,20034,PlateSprint,PlateSprint Delivery,food_delivery,native,fatigued,14,55,15667.27,2915465,18327,1787,32637.83,0.006286132743833317,0.0975064113057238,0.6129382448425894,2.0831855198767877,0.012319420656787549,0.002098294525728507,-0.8296758764729393,0.09822440498677748,0.09948320413436693,0.012815543629497217,0.012627551020408164,320,320,en,2026-01-08,discount,late-night,Get offer,2-for-1 tonight,Fresh favorites nearby,purple,calm,0,0.471,46,0.889,0.473,0.39,0.606,0.601,0,0,1,0,0,0,assets/creative_500207.png,74379,429728,5294,520,368871,774,77,0.6503086419753087
500208,20034,PlateSprint,PlateSprint Delivery,food_delivery,banner,stable,,56,14741.37,3040144,13957,1121,21051.12,0.004590900957323074,0.08031811993981515,0.36873253372208686,1.4280300948962001,0.009910106975823672,0.001900839935215759,-0.8081917844224107,0.07904141265503468,0.08586525759577279,0.0863325276146043,0.010261856414983868,320,480,ja,2026-01-07,urgency,free rewards,Start now,Hungry? We got you,Fresh favorites nearby,black,calm,0,0.7,85,0.873,0.549,0.161,0.466,0.457,0,3,0,1,0,0,assets/creative_500208.png,101899,480015,4757,376,398245,757,65,0.3089506172839506
500209,20034,PlateSprint,PlateSprint Delivery,food_delivery,native,stable,,55,13644.64,2554370,12424,1257,22004.98,0.0048638216076762565,0.10117514488087573,0.4920978558313791,1.6127197199779548,0.00992994901710472,0.0018423058227665793,-0.8144697601575661,0.10035259018171956,0.0993485342019544,-0.01000528215511931,0.010208703790360318,320,320,ja,2026-01-08,family,cashback,Get offer,"Your cravings, delivered",Late-night deals available,lime,playful,0,0.579,42,0.896,0.697,0.387,0.302,0.217,0,3,1,0,0,1,assets/creative_500209.png,64731,371301,3687,370,333278,614,61,0.43209876543209874
500210,20035,StarVault,StarVault Plus,entertainment,banner,stable,,43,17870.47,3633249,17663,1554,34248.02,0.004861488986854466,0.08798052425975203,0.42771634974646655,1.916458828447153,0.008634958050399653,0.0019131186077433616,-0.7784449447725091,0.0907033426183844,0.07624633431085044,-0.15938782287615183,0.008822309737607432,320,480,fr,2026-02-02,ugc,new season,Learn more,Stream the hype,Start free today,blue,calm,0,0.365,31,0.845,0.435,0.461,0.513,0.549,1,0,0,1,0,1,assets/creative_500210.png,115956,665203,5744,521,534729,1023,78,0.4459876543209876
500211,20035,StarVault,StarVault Plus,entertainment,interstitial,stable,,46,20338.01,2964046,17061,1605,35978.24,0.005755983544115037,0.094074204325655,0.5414895720241859,1.7690147659480944,0.010411000734781904,0.00211012481753849,-0.7973177726816582,0.1008249312557287,0.08602150537634409,-0.1468230694037146,0.010792798630073588,360,640,fr,2026-01-30,drama,exclusive,Watch now,A new season drops,Cancel anytime,blue,playful,12,0.28,56,0.846,0.527,0.575,0.562,0.478,3,0,0,0,0,0,assets/creative_500211.png,96609,523965,5455,550,396659,837,72,0.5518518518518518
500212,20035,StarVault,StarVault Plus,entertainment,native,stable,,48,21418.22,3872475,19021,1909,42785.92,0.004911845783381429,0.1003627569528416,0.4929663845473502,1.9976412605716065,0.008736475656939946,0.0020174848688634837,-0.769073371450321,0.10195942431073349,0.0865561694290976,-0.15107239949386753,0.009041628144714924,320,320,fr,2026-01-28,ugc,free shipping,Learn more,Exclusive tonight,Start free today,blue,adventurous,0,0.118,12,0.849,0.477,0.48,0.508,0.401,2,2,0,0,0,1,assets/creative_500212.png,130573,660106,5767,588,538294,1086,94,0.4987654320987655
500213,20035,StarVault,StarVault Plus,entertainment,interstitial,stable,,58,29724.27,4273720,23721,2320,52364.55,0.005550433814101064,0.09780363391088065,0.5428525968009135,1.7616765693488856,0.010472860672906328,0.0019312626050529088,-0.8155935932529729,0.10325047801147227,0.0738255033557047,-0.28498632861048967,0.010767650525000035,360,640,en,2026-01-18,drama,new season,Try for free,Exclusive tonight,New hits every week,lime,premium,5,0.324,25,0.864,0.46,0.269,0.67,0.856,1,1,0,0,0,1,assets/creative_500213.png,230434,998772,10460,1080,385758,745,55,0.5373456790123456
500214,20035,StarVault,StarVault Plus,entertainment,rewarded_video,stable,,57,27477.23,3248484,23892,2613,60529.71,0.007354815353869682,0.10936715218483174,0.8043752100980026,2.202904368453443,0.01217000972667895,0.002663260512097721,-0.781162006283417,0.11238868222297374,0.09371554575523705,-0.16614783711664205,0.012410015899521416,360,640,en,2026-01-19,ugc,challenge,Book now,Exclusive tonight,Cancel anytime,blue,calm,15,0.405,44,0.556,0.593,0.478,0.977,0.548,1,0,0,0,0,1,assets/creative_500214.png,129142,728923,8871,997,340560,907,85,0.7271604938271605
500215,20035,StarVault,StarVault Plus,entertainment,rewarded_video,fatigued,15,58,27505.56,3301701,20633,2205,48669.31,0.006249203062300312,0.10686763921872729,0.6678375782664754,1.7694353432542365,0.011097037523397,0.001718583573477616,-0.845131318169002,0.11060823490451485,0.11026615969581749,-0.0030926739676541137,0.0113359904756975,360,640,en,2026-01-18,drama,exclusive,Learn more,Exclusive tonight,New hits every week,purple,premium,20,0.079,28,0.758,0.53,0.544,0.768,0.63,3,2,0,0,0,0,assets/creative_500215.png,185672,816344,9059,1002,306066,526,58,0.6123456790123457
500216,20036,PixelForge,PixelForge Legends,gaming,playable,stable,,42,16494.76,1980514,21394,4549,24724.05,0.010802246285560212,0.2126297092642797,2.296878487099814,1.498903288074516,0.016154860503522078,0.004835050396102205,-0.7007061500129903,0.2202901760992358,0.18076923076923077,-0.1794040298565185,0.017061275508211175,360,640,pt,2026-01-04,fantasy,free shipping,Watch now,Unlock rare gear,Play with friends tonight,lime,adventurous,15,0.475,44,0.787,0.73,0.489,0.621,0.77,1,0,0,0,0,0,assets/creative_500216.png,143235,558903,9029,1989,268870,1300,235,0.712037037037037
500217,20036,PixelForge,PixelForge Legends,gaming,rewarded_video,top_performer,,34,12451.8,1637782,20982,4401,24692.2,0.012811228844864578,0.2097512153274235,2.6871708200480895,1.9830225348945536,0.018236653700885057,0.007657729520734992,-0.5800913014889706,0.21406491499227204,0.18872549019607843,-0.11837261980604519,0.01876537127463874,360,640,en,2026-01-12,reward,challenge,Try for free,Beat your rivals,Free rewards for new players,blue,calm,15,0.509,71,0.716,0.6,0.479,0.933,1.0,2,1,1,0,1,0,assets/creative_500217.png,67829,354780,6470,1385,319677,2448,462,0.7944444444444444
500218,20036,PixelForge,PixelForge Legends,gaming,interstitial,stable,,42,17499.9,2849376,22443,4184,23406.13,0.007876461372595263,0.18642783941540791,1.4683916759318532,1.3375007857187755,0.01258964105752512,0.002796161141349167,-0.7778998520630708,0.19162519951178292,0.19815668202764977,0.03408467431479556,0.012812838338674717,360,640,en,2026-01-04,competitive,competition,Learn more,Unlock rare gear,Play with friends tonight,lime,adventurous,8,0.409,47,0.653,0.669,0.326,0.381,0.698,0,1,0,0,1,0,assets/creative_500218.png,209501,846013,10651,2041,388032,1085,215,0.6509259259259259
500219,20036,PixelForge,PixelForge Legends,gaming,playable,top_performer,,37,12894.05,1538303,21878,4627,26157.96,0.014222165594164478,0.21149099552061432,3.0078599599688745,2.0286845482994096,0.019535040242295073,0.008469559168510556,-0.566442706876374,0.21145564168819983,0.200087374399301,-0.053761948360128486,0.019802027750695207,360,640,en,2026-01-09,trust,competition,Install now,Beat your rivals,Free rewards for new players,lime,urgent,20,0.31,65,0.818,0.526,0.187,0.828,0.812,0,1,0,1,0,0,assets/creative_500219.png,68429,356590,6966,1473,270262,2289,458,0.8018518518518518
500220,20036,PixelForge,PixelForge Legends,gaming,banner,fatigued,12,40,14849.98,3382477,22061,3512,20131.95,0.006522143387819045,0.1591949594306695,1.0382923520248624,1.3556886945302284,0.011865723682464305,0.0021561504825531002,-0.8182874858497207,0.1633960345704118,0.15718157181571815,-0.03803313079801618,0.012074086781534973,320,480,fr,2026-01-06,food-closeup,free rewards,Learn more,Win epic rewards,Play with friends tonight,orange,calm,0,0.05,34,0.739,0.602,0.604,0.624,1.0,0,2,0,1,0,0,assets/creative_500220.png,177008,828858,9835,1607,513415,1107,174,0.5901234567901235
500221,20036,PixelForge,PixelForge Legends,gaming,rewarded_video,stable,,39,13859.57,1830260,18495,3816,21931.88,0.01010512167670167,0.20632603406326033,2.0849496792805393,1.5824358187158765,0.015863317070440405,0.004587521249744657,-0.7108094587422065,0.21346662746251102,0.20830188679245282,-0.024194604709184553,0.016339928415551704,360,640,fr,2026-01-07,reward,power-up,Get offer,Join the arena,Play with friends tonight,blue,playful,15,0.252,64,0.714,0.566,0.603,0.791,0.684,1,1,0,0,0,1,assets/creative_500221.png,87310,428788,6802,1452,288827,1325,276,0.7185185185185184
500222,20037,VantaStyle,VantaStyle Market,ecommerce,banner,underperformer,,54,50572.46,9498151,29345,1548,60407.36,0.003089548692161243,0.05275174646447436,0.16297908929853822,1.19447145739005,0.006993051132780866,0.0018272178226037689,-0.7387095006300697,0.056322772813430816,0.045413669064748204,-0.19368903915329272,0.00751614956460503,320,480,ja,2026-01-22,ugc,power-up,Install now,Up to 40% off,Only this weekend,teal,calm,0,0.702,53,0.835,0.381,0.353,0.537,0.282,0,2,1,0,0,0,assets/creative_500222.png,321193,1584287,11079,624,1217151,2224,101,0.045370370370370366
500223,20037,VantaStyle,VantaStyle Market,ecommerce,banner,underperformer,,54,51639.07,9727471,29580,1811,71543.45,0.003040872596793144,0.0612237998647735,0.18617377528033752,1.3854519455908094,0.007149339036388819,0.0018702640368217398,-0.7384004273258773,0.06383610451306414,0.045810978126289724,-0.2823657007937499,0.00825124301843533,320,480,ja,2026-01-22,discount,limited offer,Get offer,Up to 40% off,Free shipping over $25,purple,excited,0,0.5,31,0.814,0.852,0.412,0.506,0.621,1,2,1,1,0,1,assets/creative_500223.png,384180,1884370,13472,860,1295539,2423,111,0.06358024691358025
500224,20037,VantaStyle,VantaStyle Market,ecommerce,native,stable,,41,38017.3,6371359,27876,1785,69746.11,0.0043752047247690795,0.06403357727077055,0.2801600098189413,1.8345887267112602,0.008967061013454547,0.0018137028345276609,-0.7977372037720825,0.06615701264334019,0.06481939633844631,-0.020218813568640304,0.009393509610317654,320,320,ja,2026-02-04,discount,trending,Order now,Flash sale live,Only this weekend,white,playful,0,0.704,48,0.713,0.98,0.209,0.615,0.298,0,2,1,0,0,0,assets/creative_500224.png,198106,1137831,10203,675,1114295,2021,131,0.266358024691358
500225,20037,VantaStyle,VantaStyle Market,ecommerce,interstitial,stable,,50,38707.98,5231448,26171,1567,60473.06,0.005002630246922076,0.05987543464139697,0.2995346603846583,1.5622892230490972,0.010746357774062574,0.0018976835636160475,-0.823411466143785,0.06011779086565174,0.055909412597310686,-0.07000221078891156,0.011072050081171675,360,640,en,2026-01-26,minimalist,late-night,Try for free,Up to 40% off,Shop bestsellers now,orange,trustworthy,5,0.685,60,0.765,0.709,0.02,0.47,0.791,3,2,0,1,0,1,assets/creative_500225.png,139435,837400,8999,541,744592,1413,79,0.2932098765432099
500226,20037,VantaStyle,VantaStyle Market,ecommerce,rewarded_video,stable,,52,46552.35,5182565,29663,2231,86606.64,0.005723613693219477,0.0752115429996966,0.43048181740122893,1.8604139211017274,0.012283177956094411,0.0018296280888239864,-0.8510460326013433,0.0786404228175688,0.07192575406032482,-0.08538444373348253,0.012595845968481829,360,640,en,2026-01-24,product-focus,new collection,Watch now,New collection drop,Free shipping over $25,red,urgent,15,0.711,28,0.99,0.774,0.112,0.644,0.444,2,1,1,1,0,0,assets/creative_500226.png,165970,893417,10974,863,706701,1293,93,0.5092592592592592
500227,20037,VantaStyle,VantaStyle Market,ecommerce,banner,underperformer,,55,58841.02,11042955,31851,1713,65678.08,0.0028842823320388428,0.05378167090515212,0.15512152317925773,1.1161954704388197,0.006121548656137076,0.0017970030437836572,-0.7064463349511898,0.05494914413296949,0.05578175895765472,0.015152462114249143,0.006958590965016955,320,480,ja,2026-01-21,fantasy,free shipping,Get offer,Up to 40% off,Free shipping over $25,purple,adventurous,0,0.568,72,0.864,0.608,0.406,0.464,0.324,0,2,0,1,0,1,assets/creative_500227.png,1032713,2633974,16124,886,1366720,2456,137,0.02654320987654321
500228,20038,EarnPath,EarnPath Invest,fintech,native,stable,,66,65678.93,12412734,31951,3219,306331.5,0.0025740501649354607,0.10074802040624707,0.2593304585436214,4.664075678455785,0.0055409672289664594,0.0017543961355457613,-0.6833772763761673,0.10106690927135886,0.09582817017761255,-0.051834365288450535,0.006265020101288554,320,320,de,2026-01-07,trust,earn more,Order now,Save with confidence,Built for peace of mind,blue,trustworthy,0,0.457,72,0.816,0.77,0.35,0.274,0.13,1,3,0,1,0,0,assets/creative_500228.png,381016,2182110,12091,1222,1379962,2421,232,0.27253086419753086
500229,20038,EarnPath,EarnPath Invest,fintech,rewarded_video,stable,,67,64085.84,7898336,25097,2640,260038.83000000002,0.0031775047301102408,0.10519185560027094,0.3342476187389344,4.057664376405147,0.007406944300320267,0.0018106713785095054,-0.7555440806499363,0.11085972850678733,0.09399477806788512,-0.15212873661213833,0.00829103860899723,360,640,es,2026-01-06,drama,save smarter,Claim reward,"Your money, clearer",No hidden fees,white,playful,20,0.336,57,0.859,0.648,0.3,0.271,0.32,0,1,0,1,0,0,assets/creative_500229.png,352112,1551517,11492,1274,846095,1532,144,0.35401234567901235
500230,20038,EarnPath,EarnPath Invest,fintech,interstitial,stable,,58,49177.13,7509266,25396,2500,243302.85,0.003381955040612491,0.09844069932272799,0.3329220192759186,4.947479651618547,0.007288688972357574,0.0018229247218699413,-0.7498967607503351,0.10010907768755302,0.09219457013574661,-0.0790588399636255,0.007590808631457988,360,640,es,2026-01-15,feature-focus,earn more,Shop now,Earn cashback daily,"Fast signup, instant card",orange,calm,0,0.66,47,0.937,0.833,0.15,0.291,0.388,0,1,0,0,0,0,assets/creative_500230.png,184369,1132028,8251,826,969870,1768,163,0.3709876543209876
500231,20038,EarnPath,EarnPath Invest,fintech,banner,stable,,70,84726.82,17754664,41776,3477,337171.14,0.002352959199903755,0.0832296055151283,0.19583586600118144,3.97950896776251,0.003678523621613024,0.0018251913301821374,-0.503825034734507,0.08468781231918363,0.07040780759846636,-0.16861936009040734,0.004478339063573885,320,480,es,2026-01-03,feature-focus,save smarter,Shop now,Secure & simple,No hidden fees,orange,excited,0,0.621,60,0.879,0.601,0.223,0.35,0.337,0,2,0,0,0,0,assets/creative_500231.png,1221013,5168106,19011,1610,1571890,2869,202,0.2330246913580247
500232,20038,EarnPath,EarnPath Invest,fintech,native,stable,,58,54062.020000000004,10146702,31803,3016,301106.96,0.0031343189146581817,0.09483382070873816,0.2972394379967008,5.569657959506507,0.007089693967560373,0.0017428689322985568,-0.7541686650688685,0.09696701350453842,0.08788898233809925,-0.0936197871662231,0.007452791444208832,320,320,es,2026-01-15,testimonial,earn more,Order now,"Your money, clearer",No hidden fees,white,premium,0,0.7,35,0.844,0.575,0.407,0.844,0.372,0,0,0,0,0,0,assets/creative_500232.png,257913,1274244,9034,876,1364417,2378,209,0.33827160493827163
500233,20038,EarnPath,EarnPath Invest,fintech,native,stable,,62,62765.18,11866807,35424,3367,322826.66,0.002985133237609746,0.0950485546522132,0.28373259967908804,5.143403715244662,0.006823653636366528,0.0017966215272504134,-0.7367068108974122,0.09966596752893653,0.08411214953271028,-0.1560594692637728,0.007343704205412448,320,320,es,2026-01-11,trust,cashback,Learn more,Track every euro,No hidden fees,black,trustworthy,0,0.267,81,0.847,0.567,0.409,0.607,0.408,3,0,0,0,0,0,assets/creative_500233.png,360556,1886526,12873,1283,1310237,2354,198,0.3083333333333333
500234,20039,CloudRoute,CloudRoute Trips,travel,interstitial,stable,,43,20333.41,3126214,17559,882,128408.23,0.005616698025151189,0.050230650948231675,0.28213039798299155,6.3151350412941065,0.011445015804123226,0.0019410641915853701,-0.8304009164508035,0.05061830173124485,0.04070305272895467,-0.1958826879442669,0.011845141986626895,360,640,it,2026-02-02,family,discover,Claim reward,Escape this weekend,Flexible booking options,orange,calm,5,0.345,48,0.664,0.534,0.245,0.468,0.464,1,2,1,1,0,0,assets/creative_500234.png,108265,529925,6065,307,556911,1081,44,0.5351851851851852
500235,20039,CloudRoute,CloudRoute Trips,travel,rewarded_video,fatigued,15,59,36681.05,4543657,32167,2027,288585.5,0.00707953967475978,0.06301489103739857,0.4461164211999277,7.86742745913762,0.012032734031194021,0.0021599608987315565,-0.8204929242903559,0.06592163906073305,0.07213438735177866,0.0942444450648725,0.012197817917008023,360,640,it,2026-01-17,wanderlust,last-minute deal,Try for free,Dream destinations await,Flexible booking options,orange,premium,20,0.406,45,0.823,0.431,0.323,0.789,0.795,0,1,1,0,0,1,assets/creative_500235.png,441845,1249342,15033,991,468527,1012,73,0.7805555555555556
500236,20039,CloudRoute,CloudRoute Trips,travel,interstitial,stable,,57,32889.45,5099353,28977,1517,209207.93,0.005682485601604752,0.052351865272457464,0.29748872062789145,6.360943402823702,0.011309018282951777,0.0018337508391047367,-0.8378505725939893,0.055910872704765836,0.048214285714285716,-0.13765814443858726,0.011638164248960905,360,640,fr,2026-01-19,trust,book now,Install now,Escape this weekend,Hotels + flights in one tap,orange,excited,5,0.386,70,0.754,0.501,0.221,0.697,0.598,1,2,1,0,0,0,assets/creative_500236.png,160473,857192,9694,542,610770,1120,54,0.5530864197530864
500237,20039,CloudRoute,CloudRoute Trips,travel,interstitial,stable,,47,20974.36,3247984,23088,1125,161158.67,0.007108409401031532,0.048726611226611226,0.34636870132365183,7.683603695178304,0.01288523374177682,0.002806647663917738,-0.7821810826125757,0.048484001676680176,0.04677966101694915,-0.0351526400625215,0.01351224154700524,360,640,fr,2026-01-29,food-closeup,last-minute deal,Shop now,Book your next trip,Hotels + flights in one tap,lime,trustworthy,12,0.086,56,0.985,0.53,0.221,0.99,0.533,0,1,0,1,0,0,assets/creative_500237.png,107371,555442,7157,347,525538,1475,69,0.7049382716049383
500238,20039,CloudRoute,CloudRoute Trips,travel,interstitial,stable,,55,23754.63,3656673,18065,855,116515.8,0.0049402831480966445,0.04732908939939109,0.23381910277457132,4.904972209628186,0.011835979132776127,0.001792406051097798,-0.8485629257207562,0.04751488637744562,0.04421768707482993,-0.06939297458113691,0.01231910461238683,360,640,it,2026-01-21,fantasy,book now,Watch now,Fly smarter,Special fares today,blue,playful,8,0.358,61,0.888,0.568,0.363,0.889,0.619,0,1,0,1,0,0,assets/creative_500238.png,112696,695253,8229,391,492076,882,39,0.4104938271604939
500239,20039,CloudRoute,CloudRoute Trips,travel,native,stable,,57,30790.1,5957947,29121,1479,211048.92,0.004887757477533788,0.050788091068301226,0.24823987188875632,6.854440875476209,0.00986931231361468,0.0017835816316775512,-0.8192800496122605,0.05073842529672919,0.0536,0.0563985714285713,0.010368419926948149,320,320,it,2026-01-19,destination,escape,Install now,Escape this weekend,Flexible booking options,teal,adventurous,0,0.519,71,0.818,0.617,0.23,0.697,0.415,0,1,0,0,0,0,assets/creative_500239.png,193947,1118315,11037,560,700837,1250,67,0.45740740740740743
500240,20040,SnapMeal,SnapMeal Kitchen,food_delivery,banner,underperformer,,40,28280.48,6286950,24571,2097,37808.62,0.003908254399987275,0.08534451182288064,0.33354806384653923,1.336915780778827,0.009067009901442352,0.0018235869660485492,-0.7988766985069181,0.08465275278877293,0.08239333006375674,-0.026690481414750278,0.009810527142076843,320,480,en,2026-01-25,urgency,2-for-1,Install now,Hungry? We got you,Free delivery over $15,red,calm,0,0.325,46,0.923,0.455,0.391,0.24,0.385,1,3,1,1,0,0,assets/creative_500240.png,245809,1225983,11116,941,1118126,2039,168,0.21419753086419754
500241,20040,SnapMeal,SnapMeal Kitchen,food_delivery,interstitial,stable,,50,42885.090000000004,6765177,39665,3814,70516.43000000001,0.005863113411519019,0.09615530064288416,0.5637694327879375,1.6443111113909288,0.01168446759251526,0.001751668098433683,-0.8500857583313636,0.09878484631879914,0.08618331053351573,-0.12756547441108168,0.01260716668493235,360,640,en,2026-01-15,family,2-for-1,Get offer,"Fast food, fast",Fresh favorites nearby,orange,calm,0,0.377,73,0.929,0.562,0.281,0.669,0.355,1,2,1,0,0,1,assets/creative_500241.png,372501,1795974,20985,2073,834633,1462,126,0.5484567901234568
500242,20040,SnapMeal,SnapMeal Kitchen,food_delivery,rewarded_video,fatigued,11,46,37952.590000000004,4882922,34626,3919,71189.13,0.007091245774558758,0.11318084676254837,0.8025932013659034,1.875738388341876,0.01613565642677303,0.0017424443131101102,-0.8920128027627704,0.11427572951249344,0.10891812865497076,-0.04688310352844394,0.016644133086596926,360,640,ja,2026-01-19,reward,late-night,Start now,Dinner in minutes,Late-night deals available,orange,urgent,30,0.719,53,0.884,0.653,0.401,0.671,0.49,1,3,1,1,0,1,assets/creative_500242.png,192046,1064041,17169,1962,785104,1368,149,0.6746913580246914
500243,20040,SnapMeal,SnapMeal Kitchen,food_delivery,banner,underperformer,,48,36348.52,7959140,23830,1966,36990.659999999996,0.0029940420698718706,0.08250104909777592,0.24701161180730583,1.017666193836778,0.006563022497066798,0.001772513746768144,-0.7299241702187779,0.08326667733162695,0.08217770929635336,-0.013078077211326034,0.008190147763498206,320,480,ja,2026-01-17,reward,free delivery,Get offer,"Fast food, fast",Free delivery over $15,lime,urgent,0,0.594,38,0.969,0.416,0.582,0.347,0.283,0,2,1,1,0,0,assets/creative_500243.png,404272,1904915,12502,1041,1098440,1947,160,0.054320987654320994
500244,20040,SnapMeal,SnapMeal Kitchen,food_delivery,banner,underperformer,,53,57494.33,12386384,42714,3699,66402.6,0.003448464055369186,0.0865992414664981,0.2986343714194555,1.1549417133828677,0.006192595787512579,0.0017880538363779347,-0.7112593978790671,0.08727439692014269,0.09107551487414188,0.04355364331508671,0.0073814589870315256,320,480,ja,2026-01-12,discount,discover,Learn more,2-for-1 tonight,Fresh favorites nearby,yellow,premium,0,0.37,33,0.88,0.42,0.238,0.628,0.213,0,2,1,0,0,1,assets/creative_500244.png,1077395,4572073,28313,2471,1221999,2185,199,0.12746913580246913
500245,20040,SnapMeal,SnapMeal Kitchen,food_delivery,interstitial,stable,,38,24240.2,3773737,21201,1984,36487.73,0.005618038564955639,0.09358049148625065,0.525738810097259,1.5052569698269818,0.012078405477535267,0.0018404451415682996,-0.8476251567318749,0.09556351014209784,0.08942457231726283,-0.0642393505189034,0.012723845428840716,360,640,en,2026-01-27,celebrity,free delivery,Claim reward,"Your cravings, delivered",Fresh favorites nearby,lime,urgent,8,0.198,76,0.933,0.492,0.482,0.278,0.064,0,2,1,1,0,0,assets/creative_500245.png,118189,763263,9219,881,698744,1286,115,0.4962962962962963
500246,20041,MoonScreen,MoonScreen Stream,entertainment,interstitial,stable,,43,20144.57,3782248,18011,1560,34985.81,0.004761982820798636,0.08661373605019156,0.41245312311619964,1.7367365002082447,0.009570935697603679,0.0017835859375660392,-0.8136456043673344,0.09037186509080426,0.07677725118483412,-0.15042971495952284,0.009785874546095441,360,640,en,2026-01-25,ugc,watch now,Book now,Binge starts now,Cancel anytime,purple,adventurous,8,0.404,51,0.76,0.424,0.379,0.305,0.709,2,2,0,0,0,0,assets/creative_500246.png,139283,724903,6938,627,591505,1055,81,0.40030864197530863
500247,20041,MoonScreen,MoonScreen Stream,entertainment,interstitial,fatigued,14,47,25784.5,4820732,28037,2663,58162.33,0.005815921731388511,0.09498163141562935,0.5524057342328924,2.2557090500106654,0.010333243484285763,0.002067844520626252,-0.7998842741128749,0.09856442577030812,0.09134615384615384,-0.07323404836726333,0.010542093367469398,360,640,en,2026-01-21,competitive,watch now,Start now,Stream the hype,Cancel anytime,red,adventurous,5,0.277,48,0.799,0.428,0.382,0.99,0.615,1,3,0,0,0,1,assets/creative_500247.png,224864,1105558,11424,1126,603527,1248,114,0.6237654320987653
